FileRowNum,Type,Status,DatabaseID,ErrorMsg,ProcessedAt
95,Check if chemical already exists,success,4a534e16-b1d8-4b29-aa34-2fa243df1278,,2025-05-14T17:03:19-07:00
96,Check if chemical already exists,success,4a534e16-b1d8-4b29-aa34-2fa243df1278,,2025-05-14T17:03:20-07:00
97,Check if chemical already exists,success,4a534e16-b1d8-4b29-aa34-2fa243df1278,,2025-05-14T17:03:20-07:00
98,Check if chemical already exists,success,655dd3a7-9a2d-4ef1-8565-12bb42db0984,,2025-05-14T17:03:20-07:00
99,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:20-07:00
100,Check if chemical already exists,success,3c74eb08-220e-4712-85e7-9a34126288d8,,2025-05-14T17:03:20-07:00
101,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:20-07:00
102,Check if chemical already exists,success,efe7f934-23fb-4884-81dd-46f29d1c9aa7,,2025-05-14T17:03:20-07:00
103,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:20-07:00
104,Check if chemical already exists,success,7eee4d3f-8dfb-40d0-b126-46c10ac697d6,,2025-05-14T17:03:20-07:00
105,Check if chemical already exists,success,93095970-5d21-4c97-8103-3949cbbe8dd4,,2025-05-14T17:03:20-07:00
106,Check if chemical already exists,success,93095970-5d21-4c97-8103-3949cbbe8dd4,,2025-05-14T17:03:20-07:00
107,Check if chemical already exists,success,93095970-5d21-4c97-8103-3949cbbe8dd4,,2025-05-14T17:03:20-07:00
108,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:20-07:00
109,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:20-07:00
110,Check if chemical already exists,success,9b7c9d1a-0611-4ba4-b5ad-98b5dc5ab341,,2025-05-14T17:03:20-07:00
111,Check if chemical already exists,success,9b7c9d1a-0611-4ba4-b5ad-98b5dc5ab341,,2025-05-14T17:03:20-07:00
112,Check if chemical already exists,success,9b7c9d1a-0611-4ba4-b5ad-98b5dc5ab341,,2025-05-14T17:03:20-07:00
113,Check if chemical already exists,success,9b7c9d1a-0611-4ba4-b5ad-98b5dc5ab341,,2025-05-14T17:03:20-07:00
114,Check if chemical already exists,success,9b7c9d1a-0611-4ba4-b5ad-98b5dc5ab341,,2025-05-14T17:03:21-07:00
115,Check if chemical already exists,success,84f6e11c-20fe-43d7-a809-e1e4a986d352,,2025-05-14T17:03:21-07:00
116,Check if chemical already exists,success,84f6e11c-20fe-43d7-a809-e1e4a986d352,,2025-05-14T17:03:21-07:00
117,Check if chemical already exists,success,84f6e11c-20fe-43d7-a809-e1e4a986d352,,2025-05-14T17:03:21-07:00
118,Check if chemical already exists,success,84f6e11c-20fe-43d7-a809-e1e4a986d352,,2025-05-14T17:03:21-07:00
119,Check if chemical already exists,success,84f6e11c-20fe-43d7-a809-e1e4a986d352,,2025-05-14T17:03:21-07:00
120,Check if chemical already exists,success,84f6e11c-20fe-43d7-a809-e1e4a986d352,,2025-05-14T17:03:21-07:00
121,Check if chemical already exists,success,0522a7a2-49ee-4f1c-89cb-f40f8d745836,,2025-05-14T17:03:21-07:00
122,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:21-07:00
123,Check if chemical already exists,success,6556a57c-64d1-4b5e-a68a-852003f91b25,,2025-05-14T17:03:21-07:00
124,Check if chemical already exists,success,6556a57c-64d1-4b5e-a68a-852003f91b25,,2025-05-14T17:03:21-07:00
125,Check if chemical already exists,success,74c6ccc4-25c6-4d70-a830-42eb1ea332f6,,2025-05-14T17:03:21-07:00
126,Check if chemical already exists,success,e2784382-9635-4fbb-9208-0cc57c111127,,2025-05-14T17:03:21-07:00
127,Check if chemical already exists,success,c1a17fb5-7d2a-40e0-84d3-eb8072857296,,2025-05-14T17:03:21-07:00
128,Check if chemical already exists,success,75bb4b87-c500-4c4d-88f1-2c95c9f6f5b1,,2025-05-14T17:03:21-07:00
129,Check if chemical already exists,success,98f24df1-ddc1-4f94-a749-9dce54f492c8,,2025-05-14T17:03:21-07:00
130,Check if chemical already exists,success,16c7718f-62e4-42e9-b72a-8349b8ee611d,,2025-05-14T17:03:21-07:00
131,Check if chemical already exists,success,2d4fe862-12d6-46b2-b854-412774a296ea,,2025-05-14T17:03:21-07:00
132,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:21-07:00
133,Check if chemical already exists,success,d7a7e294-3207-42b5-bedc-873efd6499cb,,2025-05-14T17:03:21-07:00
134,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:21-07:00
135,Check if chemical already exists,success,accd7404-bf5e-4050-982a-5f06997ec5e9,,2025-05-14T17:03:21-07:00
136,Check if chemical already exists,success,accd7404-bf5e-4050-982a-5f06997ec5e9,,2025-05-14T17:03:21-07:00
137,Check if chemical already exists,success,5a81d260-7a11-40e6-8b93-a0891de1ad6d,,2025-05-14T17:03:21-07:00
138,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:21-07:00
139,Check if chemical already exists,success,ee2f3af3-b0d2-4b24-9e6c-7dcbd8b1fb49,,2025-05-14T17:03:21-07:00
140,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:21-07:00
141,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:21-07:00
142,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:21-07:00
143,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:21-07:00
144,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:21-07:00
145,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:21-07:00
146,Check if chemical already exists,success,b4c81e18-4feb-4bdf-9532-bf8e1caaefa1,,2025-05-14T17:03:22-07:00
147,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:22-07:00
148,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:22-07:00
149,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:22-07:00
150,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:22-07:00
151,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:22-07:00
152,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:22-07:00
153,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:22-07:00
154,Check if chemical already exists,success,a167015e-04c6-49ef-b141-453a36ad159f,,2025-05-14T17:03:22-07:00
155,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
156,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
157,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
158,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
159,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
160,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
161,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
162,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
163,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
164,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
165,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
166,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
167,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
168,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
169,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
170,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
171,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
172,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
173,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
174,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
175,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
176,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
177,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
178,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:22-07:00
179,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:23-07:00
180,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:23-07:00
181,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:23-07:00
182,Check if chemical already exists,success,d9263457-8b61-4ffc-ac9a-83da932691a7,,2025-05-14T17:03:23-07:00
183,Check if chemical already exists,success,f3c6e85e-b983-44c8-9f83-4e9e2600adb8,,2025-05-14T17:03:23-07:00
184,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:23-07:00
185,Check if chemical already exists,success,2d8fad38-ee92-473d-b6e0-7fa0bd477514,,2025-05-14T17:03:23-07:00
186,Check if chemical already exists,success,2d8fad38-ee92-473d-b6e0-7fa0bd477514,,2025-05-14T17:03:23-07:00
187,Check if chemical already exists,success,2d8fad38-ee92-473d-b6e0-7fa0bd477514,,2025-05-14T17:03:23-07:00
188,Check if chemical already exists,success,2d8fad38-ee92-473d-b6e0-7fa0bd477514,,2025-05-14T17:03:23-07:00
189,Check if chemical already exists,success,2d8fad38-ee92-473d-b6e0-7fa0bd477514,,2025-05-14T17:03:23-07:00
190,Check if chemical already exists,success,2d8fad38-ee92-473d-b6e0-7fa0bd477514,,2025-05-14T17:03:23-07:00
191,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:23-07:00
192,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:23-07:00
193,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:23-07:00
194,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:23-07:00
195,Check if chemical already exists,success,a0db78b7-a7f9-4ddf-b2b3-4a8c269a84d3,,2025-05-14T17:03:23-07:00
196,Check if chemical already exists,success,d2ba5ffd-0650-4375-b240-d7e92266028e,,2025-05-14T17:03:23-07:00
197,Check if chemical already exists,success,8962fe26-c218-4abd-86df-f7e2e241bd6b,,2025-05-14T17:03:23-07:00
198,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:23-07:00
199,Check if chemical already exists,success,a75b0348-b7b7-4a49-aad8-4fa714a4c981,,2025-05-14T17:03:23-07:00
200,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:23-07:00
201,Check if chemical already exists,success,f1a97521-32f8-4b04-bf04-dea20d9d90b0,,2025-05-14T17:03:23-07:00
202,Check if chemical already exists,success,ec9bc33f-7ac3-494c-a6f8-336bb3c12cfc,,2025-05-14T17:03:23-07:00
203,Check if chemical already exists,success,f1a97521-32f8-4b04-bf04-dea20d9d90b0,,2025-05-14T17:03:23-07:00
204,Check if chemical already exists,success,db62408f-0a27-4a1a-b1e4-0cd662efc00d,,2025-05-14T17:03:23-07:00
205,Check if chemical already exists,success,a3173623-2ee4-4afe-a580-5b3cefa5cc24,,2025-05-14T17:03:23-07:00
206,Check if chemical already exists,success,4ce67e5b-7295-469f-b700-e12f24a8137d,,2025-05-14T17:03:23-07:00
207,Check if chemical already exists,success,4ce67e5b-7295-469f-b700-e12f24a8137d,,2025-05-14T17:03:23-07:00
208,Check if chemical already exists,success,4ce67e5b-7295-469f-b700-e12f24a8137d,,2025-05-14T17:03:23-07:00
209,Check if chemical already exists,success,4ce67e5b-7295-469f-b700-e12f24a8137d,,2025-05-14T17:03:23-07:00
210,Check if chemical already exists,success,4ce67e5b-7295-469f-b700-e12f24a8137d,,2025-05-14T17:03:23-07:00
211,Check if chemical already exists,success,ec19da7f-df93-4acb-8c3e-f6b7a20a0107,,2025-05-14T17:03:23-07:00
212,Check if chemical already exists,success,00bed6d0-31fe-4809-880e-75b54e02d845,,2025-05-14T17:03:23-07:00
213,Check if chemical already exists,success,3213ee33-2e7a-4531-a141-5bdb455092f6,,2025-05-14T17:03:23-07:00
214,Check if chemical already exists,success,3213ee33-2e7a-4531-a141-5bdb455092f6,,2025-05-14T17:03:23-07:00
215,Check if chemical already exists,success,799529ad-48ba-4010-9ae8-f8b80ff50df5,,2025-05-14T17:03:23-07:00
216,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:23-07:00
217,Check if chemical already exists,success,a6d0ea3f-b7ba-430f-9fab-8b151bf98812,,2025-05-14T17:03:24-07:00
218,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:24-07:00
219,Check if chemical already exists,success,646e609a-e832-4278-ac2a-a7f355fa63d1,,2025-05-14T17:03:24-07:00
220,Check if chemical already exists,success,86ecb0ea-0a45-44c7-b6bd-ee47666e31dc,,2025-05-14T17:03:24-07:00
221,Check if chemical already exists,success,86ecb0ea-0a45-44c7-b6bd-ee47666e31dc,,2025-05-14T17:03:24-07:00
222,Check if chemical already exists,success,f6f0a219-85e6-4b98-97be-57773fbecad5,,2025-05-14T17:03:24-07:00
223,Check if chemical already exists,success,f6f0a219-85e6-4b98-97be-57773fbecad5,,2025-05-14T17:03:24-07:00
224,Check if chemical already exists,success,ffc903d5-8e7a-483f-af96-91f11c4933b2,,2025-05-14T17:03:24-07:00
225,Check if chemical already exists,success,a984559d-721d-4499-87c6-596715715f4d,,2025-05-14T17:03:24-07:00
226,Check if chemical already exists,success,a984559d-721d-4499-87c6-596715715f4d,,2025-05-14T17:03:24-07:00
227,Check if chemical already exists,success,a984559d-721d-4499-87c6-596715715f4d,,2025-05-14T17:03:24-07:00
228,Check if chemical already exists,success,a984559d-721d-4499-87c6-596715715f4d,,2025-05-14T17:03:24-07:00
229,Check if chemical already exists,success,a984559d-721d-4499-87c6-596715715f4d,,2025-05-14T17:03:24-07:00
230,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:24-07:00
231,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:24-07:00
232,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:24-07:00
233,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:24-07:00
234,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:24-07:00
235,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:24-07:00
236,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:24-07:00
237,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:24-07:00
238,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:24-07:00
239,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:24-07:00
240,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:25-07:00
241,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:25-07:00
242,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:25-07:00
243,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:25-07:00
244,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:25-07:00
245,Check if chemical already exists,success,9293bdf2-a691-4c97-86d6-e8136e491219,,2025-05-14T17:03:25-07:00
246,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:25-07:00
247,Check if chemical already exists,success,e0584c01-3980-4da7-87be-c6cca824dd7c,,2025-05-14T17:03:25-07:00
248,Check if chemical already exists,success,fb56f2a2-0e85-488e-979e-bd251c7e424e,,2025-05-14T17:03:25-07:00
249,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:25-07:00
250,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:25-07:00
251,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:25-07:00
252,Validate row,missing required fields,,missing recipe title,2025-05-14T17:03:25-07:00
253,Check if chemical already exists,success,fab18acd-266e-435b-ab2f-82c1053b7720,,2025-05-14T17:03:25-07:00
254,Check if chemical already exists,success,a54265c7-e90e-4721-9d3e-934416c7c1fe,,2025-05-14T17:03:25-07:00
255,Check if chemical already exists,success,4a5c5ff2-92e7-4908-9a34-995dbd4c462b,,2025-05-14T17:03:25-07:00
256,Check if chemical already exists,success,b26e3339-c893-4201-9824-8f03a835828e,,2025-05-14T17:03:25-07:00
257,Check if chemical already exists,success,36571482-da4f-4fa6-9132-949e3f811a18,,2025-05-14T17:03:25-07:00
258,Check if chemical already exists,success,c3ca4208-5a02-4a37-a913-62e96a63f3a9,,2025-05-14T17:03:25-07:00
259,Check if chemical already exists,success,fd612fef-f343-4001-b677-4e52e6807c60,,2025-05-14T17:03:25-07:00
260,Check if chemical already exists,success,a689875a-acfe-4dc6-bc9c-a8443583e8d0,,2025-05-14T17:03:25-07:00
261,Check if chemical already exists,success,a689875a-acfe-4dc6-bc9c-a8443583e8d0,,2025-05-14T17:03:25-07:00
